Age,CGPA,Financial_Stress,Semester_Credit_Load,Mental_Status,Sleep_Schedule,Extracurricular,Therapy,Exercise,Gender_Female,Gender_Male,Course_Business,Course_Computer Science,Course_Engineering,Course_Law,Course_Medical,Course_Others
24.0,3.13,1,22,0,0,-1,-1,0,1,0,0,0,1,0,0,0
20.0,2.785,2,17,-1,-1,0,-1,-1,0,1,0,0,1,0,0,0
21.0,2.835,2,25,-1,0,0,-1,-1,0,1,1,0,0,0,0,0
23.0,3.065,5,29,0,1,0,-1,-1,1,0,0,0,0,0,1,0
23.0,3.25,1,16,0,-1,0,-1,0,1,0,0,0,0,0,1,0
21.0,2.9251143268308284,2,16,0,1,0,0,0,0,1,1,0,0,0,0,0
19.0,2.775,5,21,-1,-1,0,-1,0,1,0,1,0,0,0,0,0
21.0,2.615,5,21,-1,0,-1,-1,0,1,0,1,0,0,0,0,0
23.0,3.34,3,28,0,0,0,-1,0,1,0,0,0,0,0,1,0
28.0,3.015,1,15,0,1,1,-1,1,0,1,1,0,0,0,0,0
23.0,3.515,5,21,1,0,-1,0,0,0,1,0,1,0,0,0,0
22.0,2.435,5,27,0,0,0,-1,1,1,0,0,0,0,1,0,0
21.0,3.42,2,16,-1,-1,1,-1,0,0,1,0,1,0,0,0,0
21.0,3.12,4,16,-1,0,0,0,-1,1,0,0,0,0,0,1,0
19.0,2.815,2,17,0,0,0,-1,1,1,0,0,0,0,1,0,0
22.0,3.16,5,20,-1,0,-1,-1,0,0,1,0,0,0,0,1,0
21.0,3.13,3,16,1,1,-1,0,0,1,0,1,0,0,0,0,0
21.0,2.955,1,23,0,0,0,-1,-1,1,0,0,0,0,1,0,0
26.0,2.68,2,28,0,0,-1,-1,0,1,0,0,0,0,0,1,0
19.0,2.885,5,29,-1,1,0,-1,-1,0,1,0,0,0,0,1,0
23.0,3.17,0,16,0,0,0,-1,1,0,1,0,0,1,0,0,0
25.0,3.185,3,19,-1,-1,0,-1,0,1,0,0,1,0,0,0,0
21.0,3.0,1,16,1,1,-1,-1,-1,0,1,0,0,0,1,0,0
19.0,2.235,2,25,-1,-1,1,-1,0,0,1,0,0,0,0,1,0
22.0,2.9251143268308284,5,23,-1,0,-1,-1,1,0,1,0,0,1,0,0,0
20.0,3.2,0,28,1,-1,-1,1,0,1,0,0,0,0,0,1,0
21.0,2.88,4,18,-1,0,-1,-1,-1,1,0,0,1,0,0,0,0
21.0,2.73,2,24,0,-1,0,0,-1,1,0,0,0,0,1,0,0
23.0,3.29,2,18,0,-1,0,-1,0,0,1,0,0,0,0,1,0
18.0,3.445,1,15,1,-1,1,-1,-1,1,0,0,0,0,0,1,0
20.0,2.955,2,17,1,1,0,0,1,0,1,0,1,0,0,0,0
20.0,2.775,2,27,-1,0,0,-1,0,1,0,1,0,0,0,0,0
25.0,2.435,5,15,-1,1,-1,-1,-1,0,1,0,0,0,0,1,0
22.0,3.37,3,18,-1,0,-1,-1,-1,0,1,0,0,0,0,1,0
19.0,3.295,1,17,1,1,0,0,0,0,1,0,0,0,0,1,0
27.0,2.455,2,17,-1,0,0,-1,0,1,0,0,1,0,0,0,0
21.0,2.845,0,17,-1,0,0,-1,0,0,1,0,0,0,1,0,0
19.0,2.87,5,20,-1,0,0,-1,-1,1,0,1,0,0,0,0,0
18.0,2.86,1,26,1,-1,0,0,-1,0,1,0,0,1,0,0,0
22.0,2.795,5,29,0,-1,0,1,-1,0,1,0,0,0,0,0,1
21.0,2.885,3,19,-1,-1,-1,-1,1,0,1,0,0,1,0,0,0
25.0,3.115,1,23,0,0,0,-1,0,0,1,0,1,0,0,0,0
18.0,3.055,3,21,0,0,0,-1,0,1,0,0,0,0,0,1,0
18.0,3.56,3,18,0,1,-1,-1,-1,1,0,1,0,0,0,0,0
19.0,2.25,5,20,-1,0,-1,0,0,0,1,0,0,0,0,1,0
23.0,3.05,3,20,-1,-1,-1,-1,1,0,1,0,0,0,1,0,0
18.0,3.22,2,16,0,-1,-1,-1,0,0,1,0,0,0,1,0,0
23.0,2.555,4,29,-1,0,0,-1,1,1,0,0,0,0,1,0,0
25.0,2.875,5,19,-1,1,0,-1,0,1,0,0,0,1,0,0,0
19.0,3.185,3,27,-1,0,0,-1,0,0,1,1,0,0,0,0,0
21.0,2.985,2,27,0,1,1,-1,1,0,1,0,0,1,0,0,0
22.0,3.4,1,28,0,-1,0,-1,-1,0,1,0,0,0,0,1,0
24.0,2.84,4,24,-1,1,1,-1,0,1,0,0,0,0,1,0,0
19.0,3.075,3,27,0,0,-1,-1,0,1,0,0,0,1,0,0,0
23.0,3.535,2,19,1,0,0,0,-1,1,0,0,0,0,1,0,0
21.0,2.995,4,17,0,0,0,-1,-1,1,0,0,0,1,0,0,0
21.0,2.67,4,20,-1,0,0,-1,-1,1,0,0,0,0,1,0,0
23.0,2.595,5,23,-1,1,0,-1,0,1,0,0,0,1,0,0,0
22.0,3.38,0,28,-1,0,0,-1,1,1,0,0,0,0,1,0,0
21.0,3.715,0,17,1,0,0,-1,0,0,1,0,0,0,0,0,1
27.0,2.735,5,15,-1,-1,0,-1,0,0,1,0,0,0,0,1,0
21.0,2.545,5,23,0,0,0,0,0,1,0,0,0,0,1,0,0
19.0,2.86,1,28,1,1,-1,0,1,0,1,0,0,0,0,0,1
23.0,2.375,5,19,-1,1,0,-1,-1,0,1,0,0,0,0,1,0
20.0,3.075,3,17,0,0,0,-1,1,0,1,0,0,0,0,1,0
25.0,2.695,4,23,-1,1,-1,-1,1,0,1,0,0,0,0,1,0
22.0,2.405,2,19,-1,0,-1,-1,0,0,1,0,1,0,0,0,0
23.0,2.9251143268308284,1,27,0,0,1,-1,1,1,0,0,0,1,0,0,0
20.0,2.965,1,19,0,0,1,-1,-1,0,1,0,0,0,1,0,0
21.0,2.965,3,17,-1,-1,0,-1,0,1,0,0,0,1,0,0,0
24.0,2.995,1,25,0,0,0,0,0,0,1,1,0,0,0,0,0
23.0,2.925,0,29,0,0,0,-1,-1,1,0,0,0,0,1,0,0
21.0,3.405,4,29,-1,0,-1,-1,-1,1,0,0,0,1,0,0,0
22.0,2.845,1,23,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1
19.0,3.17,4,26,-1,-1,1,0,-1,0,1,0,0,0,0,0,1
25.0,2.895,0,25,1,0,-1,0,-1,1,0,0,0,0,1,0,0
24.0,2.23,5,22,-1,0,0,1,-1,0,1,0,0,0,0,1,0
24.0,3.475,3,19,0,0,1,1,-1,0,1,0,0,0,0,1,0
19.0,3.075,3,27,-1,1,0,-1,0,0,1,0,1,0,0,0,0
22.0,2.82,2,24,-1,1,0,-1,0,0,1,0,0,0,1,0,0
19.0,3.11,5,28,0,0,-1,-1,0,0,1,0,0,1,0,0,0
19.0,2.9251143268308284,3,26,0,-1,0,-1,-1,0,1,0,0,0,0,1,0
23.0,2.865,1,29,0,1,1,-1,0,1,0,0,0,0,0,1,0
20.0,2.62,2,16,-1,-1,1,-1,-1,1,0,0,0,0,1,0,0
21.0,2.935,3,19,-1,1,-1,0,-1,0,1,0,0,1,0,0,0
22.0,3.18,2,18,-1,-1,0,-1,0,0,1,0,0,0,0,0,1
21.0,2.82,1,18,-1,-1,0,-1,-1,0,1,0,0,0,1,0,0
20.0,3.225,4,19,0,-1,0,-1,1,0,1,0,0,0,0,1,0
22.0,2.86,1,20,1,0,0,0,0,1,0,0,1,0,0,0,0
22.0,3.32,2,16,0,0,-1,0,0,1,0,1,0,0,0,0,0
19.0,3.395,3,17,0,1,0,-1,1,1,0,0,1,0,0,0,0
20.0,3.225,0,23,1,-1,-1,-1,1,1,0,0,0,1,0,0,0
19.0,2.745,4,27,0,0,0,0,0,1,0,0,0,0,0,1,0
23.0,2.485,5,27,-1,1,-1,0,0,1,0,0,0,1,0,0,0
22.0,3.27,5,16,-1,-1,-1,1,0,1,0,0,0,0,0,1,0
18.0,3.265,2,21,0,-1,0,0,1,0,1,0,0,0,0,1,0
18.0,3.105,0,27,0,0,-1,-1,-1,0,1,0,1,0,0,0,0
22.0,3.205,3,27,0,-1,-1,-1,0,0,1,0,0,0,0,1,0
20.0,3.2,4,16,0,0,-1,-1,1,0,1,0,0,0,0,1,0
20.0,3.395,5,19,0,1,-1,0,-1,0,1,0,0,0,1,0,0
25.0,2.605,3,21,-1,-1,0,-1,-1,0,1,0,1,0,0,0,0
21.0,3.03,3,18,0,1,0,1,0,1,0,0,0,1,0,0,0
18.0,2.225,2,27,0,0,-1,0,-1,1,0,0,0,0,0,0,1
21.0,2.765,5,27,-1,1,-1,-1,-1,0,1,0,0,0,0,1,0
22.0,3.095,0,25,0,0,0,-1,0,1,0,0,0,1,0,0,0
28.0,2.955,3,15,-1,1,0,-1,-1,0,1,0,0,0,0,1,0
22.0,2.675,2,23,-1,-1,-1,0,1,1,0,0,0,0,1,0,0
18.0,2.82,4,16,-1,0,-1,-1,0,0,1,0,1,0,0,0,0
20.0,2.9251143268308284,0,19,0,0,-1,-1,1,1,0,0,0,1,0,0,0
26.0,3.295,0,29,0,0,0,1,-1,1,0,0,0,0,0,1,0
19.0,2.695,1,21,-1,-1,1,-1,-1,1,0,0,0,0,1,0,0
24.0,3.665,3,21,1,1,0,1,0,0,1,0,0,0,0,0,1
21.0,3.58,1,26,1,0,0,-1,0,1,0,0,0,0,0,1,0
22.0,2.35,3,26,-1,0,-1,-1,1,1,0,0,0,1,0,0,0
22.0,2.685,2,21,0,0,1,-1,0,1,0,0,0,0,1,0,0
18.0,2.55,5,16,-1,1,0,-1,0,0,1,0,0,0,0,1,0
22.0,3.525,2,25,0,-1,0,-1,1,1,0,0,0,0,1,0,0
20.0,3.15,0,20,0,0,0,-1,-1,0,1,0,0,0,1,0,0
22.0,3.085,1,27,0,-1,-1,-1,-1,0,1,0,1,0,0,0,0
20.0,2.54,5,20,-1,0,1,-1,0,1,0,0,0,0,1,0,0
24.0,2.805,4,17,-1,0,-1,-1,-1,1,0,0,0,1,0,0,0
24.0,3.075,5,19,-1,1,0,-1,0,0,1,0,1,0,0,0,0
20.0,2.775,1,27,0,1,-1,-1,1,0,1,0,1,0,0,0,0
23.0,3.38,1,18,0,0,0,-1,0,0,1,0,0,0,0,1,0
22.0,2.48,0,22,0,-1,0,-1,-1,0,1,0,0,0,1,0,0
21.0,2.635,3,19,-1,-1,-1,-1,-1,0,1,0,0,0,1,0,0
19.0,2.75,2,22,-1,0,-1,-1,-1,0,1,0,0,0,0,0,1
20.0,3.02,0,22,0,-1,-1,-1,0,1,0,0,0,0,0,1,0
21.0,2.76,1,18,-1,0,0,-1,0,0,1,0,0,0,0,1,0
21.0,3.115,5,25,-1,-1,1,-1,-1,0,1,0,0,0,0,0,1
18.0,3.625,2,17,1,-1,0,0,-1,1,0,0,0,0,0,1,0
23.0,2.4,4,22,-1,0,1,-1,-1,1,0,0,0,0,0,1,0
28.0,3.125,0,21,0,0,0,-1,-1,0,1,0,0,0,0,1,0
18.0,2.35,2,18,-1,1,0,-1,-1,0,1,0,0,1,0,0,0
18.0,2.405,5,15,-1,0,1,1,1,1,0,0,0,0,0,1,0
22.0,3.585,2,23,1,-1,0,0,0,0,1,0,0,1,0,0,0
19.0,2.995,1,27,0,0,1,-1,1,1,0,0,0,0,0,1,0
18.0,2.74,3,20,0,0,0,-1,1,0,1,0,0,1,0,0,0
20.0,2.765,3,23,0,1,-1,-1,-1,1,0,0,0,0,0,1,0
21.0,2.6,3,16,1,0,0,0,1,1,0,1,0,0,0,0,0
24.0,2.83,5,16,0,0,1,-1,0,1,0,0,0,0,0,1,0
23.0,2.915,5,17,0,0,-1,0,0,1,0,0,0,0,0,0,1
26.0,3.065,3,21,-1,1,0,-1,-1,0,1,0,0,0,1,0,0
20.0,2.8,4,16,-1,0,-1,-1,-1,0,1,0,0,0,1,0,0
22.0,2.48,4,28,-1,1,0,-1,0,1,0,0,0,0,0,1,0
25.0,3.26,3,24,-1,0,-1,-1,1,1,0,0,0,0,1,0,0
22.0,3.395,5,21,-1,1,0,-1,1,1,0,0,0,1,0,0,0
24.0,2.845,3,27,-1,1,0,-1,-1,0,1,0,0,0,0,1,0
20.0,2.775,5,21,-1,1,0,-1,-1,1,0,0,1,0,0,0,0
25.0,2.985,2,15,0,0,-1,-1,-1,0,1,0,0,0,0,1,0
23.0,3.0,5,24,-1,-1,-1,-1,0,1,0,0,0,0,0,1,0
21.0,3.28,3,28,-1,0,1,-1,0,0,1,0,0,0,0,0,1
20.0,3.24,3,18,-1,-1,0,-1,-1,0,1,0,1,0,0,0,0
24.0,3.11,3,28,0,1,0,-1,0,0,1,0,0,0,0,1,0
19.0,3.0,5,18,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1
19.0,2.22,0,24,-1,1,0,-1,1,1,0,0,0,1,0,0,0
21.0,2.83,4,20,0,-1,0,1,0,0,1,0,1,0,0,0,0
22.0,2.9251143268308284,3,16,0,-1,0,-1,0,1,0,0,0,0,0,1,0
21.0,3.07,5,18,0,-1,0,-1,1,1,0,0,1,0,0,0,0
19.0,2.345,1,19,-1,0,1,1,-1,0,1,0,1,0,0,0,0
26.0,3.5,1,20,0,-1,0,-1,0,1,0,1,0,0,0,0,0
19.0,2.88,5,24,0,-1,1,0,0,0,1,0,1,0,0,0,0
23.0,3.275,2,27,0,0,0,-1,0,1,0,1,0,0,0,0,0
26.0,3.32,1,26,-1,0,-1,-1,1,0,1,0,0,0,0,1,0
23.0,2.99,0,16,0,1,0,-1,0,0,1,0,0,1,0,0,0
18.0,2.62,4,26,-1,0,1,1,-1,0,1,0,0,0,1,0,0
25.0,3.445,4,21,-1,-1,1,-1,1,1,0,0,0,0,1,0,0
21.0,3.365,1,27,-1,-1,-1,-1,0,1,0,0,0,0,1,0,0
26.0,2.745,1,15,-1,0,1,-1,-1,1,0,0,0,0,1,0,0
20.0,3.035,2,25,1,-1,0,0,0,1,0,0,0,0,1,0,0
23.0,3.135,0,23,0,1,0,-1,0,1,0,0,0,0,0,1,0
20.0,3.03,0,22,1,-1,0,1,0,1,0,0,0,0,0,1,0
22.0,2.54,1,22,-1,0,0,-1,-1,0,1,0,0,1,0,0,0
23.0,3.17,5,16,-1,0,1,1,0,1,0,0,1,0,0,0,0
20.0,2.85,2,28,-1,1,-1,-1,-1,0,1,0,0,0,0,1,0
24.0,3.185,3,25,-1,1,0,0,1,1,0,0,0,0,1,0,0
19.0,2.935,1,29,-1,-1,0,-1,0,1,0,0,1,0,0,0,0
18.0,2.875,4,15,-1,0,0,-1,-1,0,1,0,0,0,1,0,0
18.0,2.86,4,16,-1,1,0,-1,0,1,0,0,0,1,0,0,0
21.0,2.955,5,23,-1,-1,0,-1,-1,1,0,0,0,0,0,1,0
19.0,3.295,1,17,0,-1,-1,-1,0,0,1,0,0,1,0,0,0
19.0,2.915,0,19,0,-1,-1,-1,0,0,1,0,1,0,0,0,0
21.0,3.295,2,21,-1,1,0,0,0,0,1,1,0,0,0,0,0
24.0,2.98,4,22,0,0,1,0,0,1,0,0,0,0,0,1,0
18.0,3.015,2,27,1,-1,0,1,1,0,1,0,1,0,0,0,0
24.0,2.945,5,15,0,0,-1,0,-1,1,0,0,1,0,0,0,0
18.0,2.795,3,25,-1,-1,0,-1,1,1,0,0,0,0,1,0,0
24.0,3.255,3,29,0,1,-1,-1,0,1,0,0,0,0,0,1,0
19.0,3.02,0,26,1,0,-1,-1,1,1,0,0,0,0,1,0,0
22.0,2.525,5,25,-1,-1,0,-1,0,0,1,0,0,0,0,0,1
24.0,2.455,5,19,-1,-1,0,-1,1,1,0,0,0,0,1,0,0
19.0,2.46,5,16,-1,0,0,0,-1,1,0,0,0,1,0,0,0
21.0,2.665,4,27,0,0,0,1,0,1,0,0,0,0,1,0,0
20.0,2.77,2,18,0,1,0,0,1,0,1,0,0,0,1,0,0
18.0,2.725,4,27,-1,0,-1,-1,0,0,1,0,0,0,1,0,0
21.0,3.285,2,25,-1,0,-1,-1,-1,0,1,0,0,0,0,1,0
19.0,2.92,2,20,-1,0,0,-1,-1,0,1,0,0,1,0,0,0
27.0,2.77,5,28,-1,0,0,-1,0,1,0,0,1,0,0,0,0
22.0,2.77,0,22,-1,1,0,-1,1,1,0,0,0,0,0,1,0
18.0,2.76,1,22,-1,0,0,-1,-1,0,1,0,0,0,1,0,0
21.0,2.815,2,15,0,0,0,-1,-1,1,0,0,0,0,1,0,0
23.0,2.9251143268308284,2,26,0,0,-1,0,-1,1,0,0,0,0,1,0,0
19.0,2.995,5,15,1,0,0,1,-1,1,0,0,0,1,0,0,0
24.0,2.875,4,29,-1,1,0,-1,-1,0,1,0,1,0,0,0,0
19.0,2.9251143268308284,1,26,1,1,-1,-1,0,1,0,0,0,1,0,0,0
23.0,2.44,1,18,-1,-1,1,-1,-1,0,1,1,0,0,0,0,0
20.0,2.87,3,16,-1,0,0,-1,-1,1,0,0,0,0,0,1,0
20.0,2.735,2,25,0,-1,0,-1,0,0,1,0,0,0,1,0,0
24.0,2.75,5,24,0,0,1,-1,0,1,0,0,0,0,0,1,0
21.0,3.295,5,21,-1,0,-1,-1,0,0,1,0,0,0,1,0,0
27.0,2.89,3,26,-1,-1,1,-1,0,1,0,0,0,0,1,0,0
18.0,3.015,1,19,-1,0,-1,-1,1,0,1,1,0,0,0,0,0
21.0,2.64,3,28,-1,-1,-1,0,-1,1,0,0,0,0,0,1,0
20.0,2.89,0,28,0,0,-1,-1,1,0,1,0,1,0,0,0,0
18.0,3.06,2,22,-1,1,0,-1,0,1,0,0,0,0,0,1,0
20.0,3.05,1,16,1,-1,0,0,0,1,0,0,0,0,0,1,0
20.0,2.505,1,23,-1,1,-1,-1,0,0,1,0,0,1,0,0,0
19.0,2.895,0,21,0,-1,1,-1,1,0,1,0,0,0,0,1,0
20.0,2.695,3,15,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,2.95,3,16,1,1,0,0,1,0,1,0,0,0,0,1,0
20.0,3.235,1,27,1,0,0,-1,-1,1,0,0,0,0,0,1,0
22.0,3.035,4,23,0,-1,0,0,-1,1,0,0,0,0,0,1,0
19.0,3.025,3,23,-1,0,-1,0,-1,0,1,0,0,0,1,0,0
18.0,2.9251143268308284,0,27,0,1,1,-1,-1,0,1,0,0,0,1,0,0
18.0,2.805,0,17,0,1,0,-1,-1,1,0,0,1,0,0,0,0
21.0,2.965,1,15,0,0,1,-1,-1,1,0,0,1,0,0,0,0
19.0,2.935,4,17,0,-1,0,0,0,1,0,0,0,1,0,0,0
20.0,2.555,5,15,-1,0,0,-1,-1,0,1,0,0,1,0,0,0
24.0,2.83,2,28,1,1,0,0,0,1,0,0,0,0,1,0,0
19.0,3.075,3,19,0,0,0,-1,0,0,1,0,0,0,0,1,0
22.0,3.34,2,16,1,-1,0,-1,-1,0,1,0,1,0,0,0,0
19.0,2.825,1,25,0,1,0,0,0,1,0,0,0,0,1,0,0
19.0,3.235,1,23,-1,0,1,1,1,0,1,0,1,0,0,0,0
21.0,2.58,5,20,-1,1,-1,-1,0,0,1,0,0,1,0,0,0
21.0,3.145,3,21,0,1,0,-1,-1,0,1,0,0,1,0,0,0
22.0,2.72,5,16,-1,0,1,0,1,1,0,0,0,0,0,1,0
20.0,3.275,2,17,0,0,0,-1,-1,0,1,0,0,0,0,1,0
21.0,2.835,1,21,-1,0,0,-1,-1,0,1,0,0,1,0,0,0
22.0,3.055,1,27,-1,0,-1,-1,-1,0,1,0,0,0,0,1,0
18.0,3.035,0,17,0,-1,-1,0,0,0,1,0,0,0,1,0,0
22.0,3.41,2,22,0,-1,1,-1,-1,1,0,0,0,0,0,1,0
20.0,2.29,4,26,-1,0,-1,-1,-1,0,1,0,1,0,0,0,0
22.0,3.085,2,19,-1,-1,0,-1,-1,1,0,0,0,0,0,1,0
18.0,2.675,0,19,0,-1,-1,-1,0,0,1,0,0,0,0,1,0
21.0,2.51,4,16,-1,0,1,1,-1,1,0,0,0,0,0,0,1
26.0,3.325,3,25,-1,0,0,-1,0,1,0,0,1,0,0,0,0
22.0,3.35,1,28,1,0,1,1,-1,0,1,0,0,0,1,0,0
24.0,2.585,5,29,-1,1,-1,-1,-1,1,0,1,0,0,0,0,0
21.0,2.31,3,22,-1,1,1,-1,0,0,1,0,1,0,0,0,0
23.0,3.1,3,16,-1,0,1,-1,-1,0,1,0,0,0,0,1,0
25.0,3.04,0,20,1,0,0,-1,-1,0,1,0,0,1,0,0,0
19.0,2.945,5,23,-1,0,0,-1,0,1,0,0,1,0,0,0,0
24.0,2.595,1,27,0,0,0,0,-1,1,0,0,1,0,0,0,0
22.0,3.425,0,25,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,2.975,3,15,-1,0,1,-1,1,1,0,0,0,0,1,0,0
18.0,3.2,0,26,1,0,-1,0,-1,0,1,1,0,0,0,0,0
22.0,3.135,1,27,-1,0,-1,-1,1,0,1,0,0,1,0,0,0
23.0,2.695,5,19,-1,0,-1,1,-1,1,0,0,0,0,0,1,0
23.0,3.265,5,23,1,0,-1,0,0,1,0,0,1,0,0,0,0
24.0,2.965,0,21,1,1,-1,0,0,1,0,0,1,0,0,0,0
20.0,2.635,2,15,-1,0,0,-1,0,0,1,0,1,0,0,0,0
20.0,2.725,1,17,0,-1,0,-1,0,0,1,0,1,0,0,0,0
20.0,2.8,4,18,0,0,-1,-1,1,0,1,0,0,0,1,0,0
22.0,2.615,2,23,-1,0,0,-1,-1,0,1,0,0,1,0,0,0
22.0,2.685,0,27,-1,0,0,-1,1,1,0,0,1,0,0,0,0
21.0,2.895,5,25,-1,0,-1,0,-1,0,1,0,0,0,1,0,0
20.0,2.93,5,18,0,0,0,-1,0,0,1,0,0,1,0,0,0
18.0,3.025,5,21,0,-1,0,1,0,0,1,0,0,0,1,0,0
21.0,3.08,0,26,1,-1,0,0,0,0,1,0,0,0,1,0,0
25.0,3.085,0,21,0,0,1,-1,0,0,1,0,0,0,0,1,0
25.0,3.07,2,16,0,0,0,0,-1,1,0,0,0,1,0,0,0
20.0,3.04,1,16,0,0,-1,-1,-1,1,0,0,1,0,0,0,0
18.0,3.13,0,18,1,0,0,1,0,0,1,0,0,1,0,0,0
23.0,2.64,4,16,-1,1,-1,0,1,0,1,0,0,0,1,0,0
24.0,2.64,4,26,-1,-1,0,0,0,1,0,0,0,1,0,0,0
19.0,2.935,5,17,-1,-1,1,-1,1,1,0,0,0,1,0,0,0
21.0,2.87,4,26,-1,-1,0,-1,0,1,0,0,0,0,1,0,0
18.0,2.52,5,20,0,0,0,0,1,1,0,0,0,0,0,1,0
19.0,2.525,2,25,1,1,0,1,-1,0,1,0,1,0,0,0,0
25.0,3.09,5,18,-1,0,0,-1,1,1,0,0,0,0,1,0,0
23.0,2.27,1,18,1,1,0,0,0,0,1,0,0,0,1,0,0
18.0,2.85,0,24,0,0,-1,-1,-1,0,1,0,0,0,1,0,0
24.0,2.895,0,15,-1,1,-1,-1,-1,1,0,0,0,1,0,0,0
20.0,2.82,0,16,1,0,0,-1,0,0,1,0,0,0,0,0,1
18.0,3.04,3,24,0,-1,0,0,0,0,1,0,0,0,1,0,0
21.0,2.385,3,29,-1,1,-1,-1,-1,1,0,0,0,0,1,0,0
22.0,3.32,5,16,-1,-1,1,-1,1,1,0,0,0,1,0,0,0
27.0,2.85,1,18,1,0,-1,0,0,0,1,0,1,0,0,0,0
24.0,2.535,3,21,0,0,1,0,-1,1,0,0,0,0,0,0,1
19.0,2.45,5,20,-1,1,0,-1,0,0,1,0,0,0,1,0,0
22.0,3.14,1,24,1,-1,0,0,0,1,0,0,0,1,0,0,0
23.0,2.9,3,26,0,0,0,1,1,0,1,0,0,1,0,0,0
18.0,2.86,5,28,-1,0,1,-1,-1,0,1,0,0,0,0,1,0
19.0,2.885,5,15,0,-1,0,-1,1,0,1,0,1,0,0,0,0
24.0,2.9251143268308284,2,21,-1,0,0,-1,1,1,0,0,0,0,1,0,0
20.0,2.62,5,28,-1,0,-1,-1,0,1,0,0,0,0,0,1,0
20.0,2.485,5,25,0,-1,0,-1,-1,1,0,0,0,0,1,0,0
23.0,2.6,3,16,-1,-1,0,-1,-1,0,1,0,1,0,0,0,0
20.0,3.32,2,28,0,1,1,0,-1,0,1,0,0,0,0,1,0
23.0,3.57,0,26,1,0,1,-1,-1,0,1,0,0,1,0,0,0
26.0,2.63,5,24,-1,0,0,1,0,0,1,0,0,0,0,1,0
21.0,2.87,5,18,-1,0,0,-1,-1,0,1,0,0,0,0,1,0
23.0,2.97,1,16,1,-1,0,-1,1,0,1,0,1,0,0,0,0
26.0,3.01,4,24,-1,1,0,-1,-1,0,1,1,0,0,0,0,0
22.0,2.9251143268308284,2,22,0,-1,0,-1,-1,0,1,0,0,0,1,0,0
20.0,3.005,2,25,0,-1,-1,-1,1,0,1,1,0,0,0,0,0
21.0,2.9251143268308284,2,17,-1,-1,0,0,-1,0,1,0,1,0,0,0,0
23.0,3.115,1,29,1,0,1,0,1,1,0,0,0,0,0,1,0
20.0,2.71,2,20,-1,1,1,1,0,1,0,0,0,0,1,0,0
25.0,2.355,5,27,-1,0,0,1,1,1,0,0,0,0,0,1,0
23.0,2.625,3,29,-1,-1,-1,-1,0,0,1,0,0,0,0,1,0
20.0,2.895,4,21,-1,0,1,-1,1,1,0,0,1,0,0,0,0
20.0,3.295,1,15,1,0,0,-1,0,1,0,0,0,1,0,0,0
21.0,2.67,3,24,-1,0,-1,0,-1,1,0,0,0,0,0,0,1
22.0,3.37,3,28,-1,-1,1,-1,1,1,0,0,0,0,0,1,0
21.0,3.265,4,17,-1,-1,1,-1,0,1,0,0,0,0,0,1,0
23.0,3.085,3,25,-1,-1,1,-1,0,0,1,0,1,0,0,0,0
24.0,3.605,1,19,0,-1,-1,-1,0,1,0,0,1,0,0,0,0
19.0,3.385,3,17,1,0,0,-1,0,1,0,0,0,0,1,0,0
22.0,2.765,2,27,-1,-1,0,0,1,1,0,0,1,0,0,0,0
23.0,3.235,1,17,0,0,0,-1,0,1,0,0,1,0,0,0,0
18.0,2.905,5,17,-1,1,0,-1,-1,1,0,0,0,0,0,0,1
19.0,2.61,1,22,-1,-1,0,-1,0,1,0,0,0,0,1,0,0
21.0,2.455,4,21,0,0,-1,0,-1,0,1,0,1,0,0,0,0
19.0,3.245,2,19,1,-1,0,0,0,1,0,0,1,0,0,0,0
19.0,2.81,1,26,0,-1,-1,-1,1,0,1,0,1,0,0,0,0
24.0,2.705,1,23,0,-1,0,0,0,0,1,0,1,0,0,0,0
20.0,2.915,3,21,0,-1,0,0,0,0,1,0,0,0,0,1,0
18.0,3.085,5,21,0,0,-1,-1,-1,0,1,0,0,0,1,0,0
21.0,2.72,5,18,1,-1,1,-1,-1,1,0,0,0,1,0,0,0
21.0,3.205,1,27,0,-1,0,-1,0,1,0,0,0,0,0,1,0
23.0,3.08,1,22,0,1,0,-1,-1,0,1,0,0,0,0,0,1
20.0,3.195,1,25,1,0,0,1,-1,0,1,0,0,0,1,0,0
20.0,2.905,0,27,0,0,1,-1,0,0,1,0,0,0,0,1,0
19.0,3.18,3,18,-1,0,0,-1,0,1,0,0,0,0,0,1,0
23.0,2.835,5,27,-1,0,0,-1,0,0,1,0,1,0,0,0,0
18.0,3.015,2,21,0,-1,0,-1,0,0,1,0,1,0,0,0,0
25.0,3.13,1,24,0,0,-1,-1,-1,1,0,0,0,1,0,0,0
23.0,2.515,5,23,-1,0,-1,-1,0,1,0,1,0,0,0,0,0
19.0,3.015,5,25,-1,1,0,-1,0,1,0,0,0,1,0,0,0
18.0,3.03,5,24,1,0,0,0,0,1,0,0,0,1,0,0,0
18.0,2.765,3,15,-1,-1,0,-1,-1,0,1,0,0,0,1,0,0
18.0,2.985,1,17,1,-1,0,0,0,1,0,0,0,0,0,0,1
25.0,2.74,2,16,-1,1,-1,-1,0,0,1,0,0,0,1,0,0
